,rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6041,6042,5697395,K05192.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,50.55398,0.001389,-0.001389,160.0628,0.0198,-0.0198,0.1379,0.3193,-0.1379,6.159,0.735,-0.735,199.7,26.6,-26.6,0.94,0.13,-0.08,367.0,4.29,1.9,-1.05,7.9,1.0,q1_q16_tce,4895.0,149.0,-129.0,4.609,0.042,-0.057999999999999996,0.687,0.09,-0.057,289.22729,40.949490000000004,14.867
6042,6043,5698524,K05193.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,228.196872,0.004917,-0.004917,323.9146,0.0165,-0.0165,0.5034,0.0526,-0.4179,3.525,0.411,-0.411,145.3,23.3,-23.3,1.42,0.6,-0.2,353.0,3.66,4.56,-1.27,6.9,1.0,q1_q16_tce,6425.0,160.0,-203.0,4.331,0.111,-0.264,1.138,0.485,-0.158,289.59616,40.92783,13.061
6043,6044,6784887,K05328.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,44.71445009399999,2.6169999999999997e-06,-2.6169999999999997e-06,135.3418468,4.91e-05,-4.91e-05,1.032,0.026,-0.033,5.7615,0.00235,-0.00235,90230.0,27.1,-27.1,50.54,16.38,-5.48,533.0,19.09,18.63,-6.01,2629.0,1.0,q1_q17_dr25_tce,6185.0,188.0,-225.0,4.49,0.054000000000000006,-0.21600000000000003,0.941,0.305,-0.102,293.99109,42.26086,14.965
6044,6045,6805414,K05329.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,200.2350497,0.0005895,-0.0005895,305.44985,0.00207,-0.00207,0.674,0.017,-0.02,23.612,0.167,-0.167,10812.0,59.0,-59.0,10.99,3.4,-1.21,325.0,2.63,2.46,-0.85,220.6,1.0,q1_q17_dr25_tce,6108.0,189.0,-232.0,4.471,0.054000000000000006,-0.21600000000000003,0.997,0.308,-0.11,298.64493,42.285831,15.392000000000001
6045,6046,6864891,K05330.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,40.8801539,0.0009918,-0.0009918,163.3624,0.0191,-0.0191,0.016,0.442,-0.016,5.472,0.494,-0.494,395.8,46.0,-46.0,0.92,0.06,-0.07,265.0,1.17,0.23,-0.23,10.0,1.0,q1_q17_dr25_tce,3746.0,59.0,-59.0,4.775,0.042,-0.025,0.469,0.028,-0.035,292.36017000000004,42.381840000000004,15.943
6046,6047,6875342,K05332.01,CANDIDATE,CANDIDATE,0.894,0,0,0,0,22.2381062,0.0007492,-0.0007492,148.3792,0.03,-0.03,0.288,0.176,-0.288,2.68,1.1,-1.1,104.2,16.6,-16.6,1.09,0.37,-0.13,702.0,57.27,58.67,-18.95,7.1,1.0,q1_q17_dr25_tce,6192.0,172.0,-237.0,4.433,0.057999999999999996,-0.23199999999999998,1.055,0.366,-0.122,295.23825,42.322361,14.296
6047,6048,6879183,K05333.01,CANDIDATE,CANDIDATE,0.98,0,0,0,0,20.5477769,0.0003415,-0.0003415,149.1769,0.0142,-0.0142,0.028,0.429,-0.028,4.634,0.335,-0.335,253.8,24.7,-24.7,1.67,0.54,-0.21,690.0,53.65,51.83,-18.64,12.1,1.0,q1_q17_dr25_tce,5922.0,182.0,-223.0,4.428999999999999,0.07,-0.21,1.057,0.338,-0.135,296.10648,42.354279,15.529000000000002
6048,6049,7891264,K07855.01,FALSE POSITIVE,FALSE POSITIVE,0.006,1,0,0,0,25.166806,0.005097,-0.005097,150.271,0.0157,-0.0157,0.65,0.353,-0.424,2.111,0.395,-0.395,1350.0,257.0,-257.0,2.72,0.28,-0.28,483.0,12.84,5.07,-3.87,7.2,1.0,q1_q17_dr25_tce,5013.0,176.0,-176.0,4.574,0.078,-0.054000000000000006,0.704,0.072,-0.072,291.875,43.626709000000005,15.743
6049,6050,6880123,K05334.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,323.972022,0.002453,-0.002453,260.24287999999996,0.00488,-0.00488,0.6528,0.1687,-0.3487,1.25,1.3,-1.3,462.0,100.0,-100.0,2.96,1.7,-0.58,307.0,2.11,3.67,-0.91,8.7,1.0,q1_q16_tce,6002.0,158.0,-190.0,4.2669999999999995,0.15,-0.305,1.302,0.744,-0.255,296.30859,42.390178999999996,13.683
6050,6051,6891512,K05335.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.7525628080000002,5.2e-08,-5.2e-08,132.7222455,2.44e-05,-2.44e-05,0.545,0.002,-0.003,6.1245,0.00156,-0.00156,368000.0,77.7,-77.7,124.23,27.55,-55.16,2018.0,3915.22,2508.22,-2830.42,5494.6,1.0,q1_q17_dr25_tce,5853.0,140.0,-158.0,3.971,0.42,-0.14,1.795,0.398,-0.797,298.79889,42.390888000000004,11.388
6051,6052,2570432,K04946.01,FALSE POSITIVE,FALSE POSITIVE,0.061,0,0,1,0,1.89140138,9.728e-05,-9.728e-05,132.6124,0.0585,-0.0585,1.222,2.489,-0.19,9.52,1.0,-1.0,557.6,52.7,-52.7,25.67,6.93,-2.78,1377.0,849.6,708.85,-258.05,12.4,1.0,q1_q17_dr25_tce,5504.0,180.0,-180.0,4.466,0.062,-0.175,0.952,0.257,-0.103,290.28078999999997,37.882172,17.159000000000002
6052,6053,2574543,K04947.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,6.70258007,4.26e-05,-4.26e-05,134.37408,0.00448,-0.00448,1.237,7.227,-0.711,4.632,0.239,-0.239,859.0,43.7,-43.7,403.01,102.1,-102.1,2635.0,11398.6,7970.68,-5764.82,23.0,1.0,q1_q17_dr25_tce,4799.0,95.0,-142.0,2.475,0.033,-0.024,13.652,3.46,-3.46,291.18762000000004,37.8535,13.25
6053,6054,2578811,K04948.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,6.2095391,0.0001124,-0.0001124,135.2715,0.0127,-0.0127,0.308,0.146,-0.308,2.752,0.447,-0.447,47.9,6.6,-6.6,30.47,8.64,-0.96,4585.0,104479.02,80425.35,-10475.61,8.3,1.0,q1_q17_dr25_tce,3861.0,70.0,-40.0,1.06,0.03,-0.03,46.169,13.083,-1.454,292.08344,37.814678,11.989
6054,6055,2582800,K04949.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,615.16033,0.01768,-0.01768,226.4594,0.0181,-0.0181,0.1544,0.3692,-0.1541,3.958,0.937,-0.937,267.1,63.7,-63.7,4.48,1.42,-1.28,430.0,8.08,7.52,-4.6,5.4,1.0,q1_q16_tce,7937.0,220.0,-325.0,3.8819999999999997,0.21899999999999997,-0.209,2.711,0.855,-0.777,292.95239,37.857128,13.503
6055,6056,2707916,K04950.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.89124738,4.987e-05,-4.987e-05,132.6891,0.0297,-0.0297,0.452,0.044,-0.452,4.697,0.483,-0.483,410.0,30.8,-30.8,1.2,0.09,-0.11,989.0,225.34,76.34,-62.96,17.4,1.0,q1_q17_dr25_tce,4615.0,166.0,-166.0,4.66,0.059000000000000004,-0.032,0.589,0.046,-0.051,290.23746,37.910721,16.340999999999998
6056,6057,2708270,K04951.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.89125883,2.781e-05,-2.781e-05,132.687,0.012,-0.012,0.013,0.436,-0.013,4.656,0.394,-0.394,274.5,21.9,-21.9,23.6,7.23,-0.81,4480.0,95092.9,87822.64,-13328.6,15.3,1.0,q1_q17_dr25_tce,4449.0,135.0,-90.0,2.031,0.033,-0.03,14.894,4.564,-0.507,290.31427,37.948009000000006,13.982000000000001
6057,6058,4540508,K05069.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,362.1273,0.01648,-0.01648,302.6897,0.027,-0.027,0.0924,0.3456,-0.0924,6.719,0.636,-0.636,1098.0,191.0,-191.0,1.68,0.17,-0.16,132.0,0.07,0.02,-0.02,6.5,1.0,q1_q16_tce,3734.0,50.0,-50.0,4.74,0.06,-0.06,0.513,0.05,-0.05,283.98965,39.631908,15.84
6058,6059,4565943,K05070.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,353.36705,0.01621,-0.01621,412.2698,0.0159,-0.0159,0.2481,0.2219,-0.2481,3.279,0.512,-0.512,34.1,6.5,-6.5,2.6,0.42,-1.16,701.0,57.03,29.21,-42.5,7.0,1.0,q1_q16_tce,8892.0,255.0,-398.0,3.592,0.34700000000000003,-0.087,4.35,0.705,-1.944,292.91196,39.651348,9.725
6059,6060,4566848,K05071.01,CANDIDATE,CANDIDATE,0.986,0,0,0,0,180.4118581,0.0007335,-0.0007335,142.86513,0.00347,-0.00347,0.953,6.096,-0.059,3.29,0.118,-0.118,4268.0,158.0,-158.0,8.86,2.6,-0.86,329.0,2.77,2.47,-0.84,33.2,1.0,q1_q17_dr25_tce,6032.0,189.0,-232.0,4.485,0.05,-0.2,0.973,0.285,-0.095,293.16476,39.631561,15.655999999999999
6060,6061,4570555,K05072.01,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,4.750256809,8.45e-06,-8.45e-06,134.63889,0.00144,-0.00144,0.727,0.202,-0.496,1.9278,0.0504,-0.0504,395.1,10.9,-10.9,12.35,0.64,-2.74,2090.0,4504.96,678.17,-2081.22,42.7,1.0,q1_q17_dr25_tce,5161.0,50.0,-151.0,3.1919999999999997,0.033,-0.027000000000000003,5.753,0.3,-1.275,294.09631,39.647079,11.54
6062,6063,4678873,K05075.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.878877205,5.82e-07,-5.82e-07,133.074035,0.000262,-0.000262,1.005,0.028,-0.022,5.8768,0.0146,-0.0146,104030.0,235.0,-235.0,109.55,19.78,-17.81,2523.0,9554.79,4300.29,-3144.43,525.4,1.0,q1_q17_dr25_tce,7542.0,75.0,-83.0,4.0360000000000005,0.13699999999999998,-0.11199999999999999,1.999,0.361,-0.325,297.42007,39.77375,12.725
6063,6064,4732015,K05076.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.938857507,1.15e-07,-1.15e-07,132.206796,0.000102,-0.000102,1.217,0.026,-0.028,3.9876699999999996,0.00592,-0.00592,12960.0,16.1,-16.1,1148.7,237.0,-193.9,6867.0,526061.85,289333.82,-182565.08,962.6,1.0,q1_q17_dr25_tce,4217.0,67.0,-59.0,1.656,0.132,-0.10800000000000001,27.676,5.711,-4.673,286.8252,39.802509,10.147
6065,6066,5732636,K05195.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,32.245486,0.001872,-0.001872,158.2607,0.0256,-0.0256,0.2216,0.2412,-0.2216,13.86,1.1,-1.1,93.6,8.7,-8.7,1.18,0.41,-0.24,683.0,51.39,52.2,-21.79,10.0,1.0,q1_q16_tce,6197.0,154.0,-166.0,4.242,0.19399999999999998,-0.214,1.208,0.425,-0.24,298.51501,40.903991999999995,9.931000000000001
6066,6067,5734702,K05196.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,392.47291,0.01002,-0.01002,155.4624,0.0213,-0.0213,0.761,0.032,-0.536,7.867,0.673,-0.673,345.6,34.3,-34.3,5.46,0.88,-1.89,442.0,9.04,4.32,-5.58,12.2,1.0,q1_q17_dr25_tce,6626.0,160.0,-180.0,3.728,0.312,-0.078,2.704,0.431,-0.935,298.92667,40.970451000000004,12.360999999999999
6068,6069,5780194,K05198.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,149.237142,0.002931,-0.002931,168.1563,0.0164,-0.0164,0.0847,0.3941,-0.0847,2.503,0.616,-0.616,772.0,162.0,-162.0,2.22,0.69,-0.17,299.0,1.89,1.74,-0.44,6.9,1.0,q1_q16_tce,5492.0,165.0,-142.0,4.5760000000000005,0.027000000000000003,-0.20199999999999999,0.812,0.249,-0.062,288.32599,41.027618,15.683
6069,6070,5781991,K05199.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,501.51698,0.01701,-0.01701,449.5543,0.0141,-0.0141,0.0768,0.3686,-0.0768,3.809,0.669,-0.669,487.0,77.9,-77.9,1.99,0.82,-0.22,224.0,0.59,0.73,-0.17,6.9,1.0,q1_q16_tce,5796.0,162.0,-148.0,4.466,0.075,-0.273,0.906,0.371,-0.1,288.9754,41.082240999999996,14.767999999999999
6070,6071,5784803,K05200.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,357.77096,0.01451,-0.01451,309.1578,0.0253,-0.0253,0.1056,0.356,-0.1056,12.999,0.828,-0.828,216.3,28.6,-28.6,1.42,0.54,-0.19,249.0,0.9,1.02,-0.29,9.7,1.0,q1_q16_tce,5523.0,159.0,-134.0,4.395,0.121,-0.248,0.981,0.372,-0.134,289.88107,41.069221,14.161
6071,6072,5791713,K05201.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,531.33282,0.0123,-0.0123,295.2843,0.017,-0.017,0.3099,0.1621,-0.3099,3.702,0.734,-0.734,669.0,126.0,-126.0,2.67,1.18,-0.25,239.0,0.77,1.01,-0.22,7.1,1.0,q1_q16_tce,6163.0,169.0,-227.0,4.457,0.047,-0.297,1.022,0.45,-0.095,292.0715,41.099899,15.190999999999999
6072,6073,6688318,K05313.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,326.370361,0.005347,-0.005347,190.3324,0.0122,-0.0122,0.4924,0.0634,-0.4247,4.526,0.362,-0.362,568.8,44.0,-44.0,22.6,1.4,-7.19,615.0,33.84,6.64,-20.27,13.7,1.0,q1_q16_tce,5188.0,77.0,-189.0,2.929,0.027999999999999997,-0.035,9.343,0.579,-2.972,290.84195,42.183128,10.963
6073,6074,6690523,K05314.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,148.666527,0.002936,-0.002936,156.8241,0.0178,-0.0178,0.2782,0.2007,-0.2782,4.353,0.964,-0.964,319.4,80.6,-80.6,6.81,3.0,-2.44,559.0,23.08,30.22,-14.85,8.6,1.0,q1_q16_tce,5155.0,142.0,-181.0,3.4619999999999997,0.28,-0.276,3.87,1.7,-1.388,291.5249,42.169940999999994,13.697000000000001
6074,6075,6692742,K05315.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,163.104677,0.003791,-0.003791,140.3163,0.0231,-0.0231,0.575,0.3984,-0.3395,2.129,0.485,-0.485,576.0,126.0,-126.0,2.58,1.08,-0.3,337.0,3.06,3.88,-0.97,6.0,1.0,q1_q16_tce,5766.0,175.0,-195.0,4.418,0.078,-0.27899999999999997,1.04,0.434,-0.121,292.2085,42.158611,15.200999999999999
6075,6076,6695801,K05316.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.10656965,1.42e-05,-1.42e-05,132.3665,0.014,-0.014,0.263,0.194,-0.263,1.669,0.268,-0.268,86.4,14.1,-14.1,1.09,0.38,-0.12,1988.0,3696.18,3731.37,-1195.52,8.4,1.0,q1_q17_dr25_tce,6237.0,170.0,-227.0,4.387,0.07,-0.22399999999999998,1.165,0.4,-0.133,293.0849,42.150551,14.582
6076,6077,6699562,K05317.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,46.270524871999996,2.5839999999999997e-06,-2.5839999999999997e-06,173.6558757,4.47e-05,-4.47e-05,0.859,0.003,-0.003,8.93033,0.00361,-0.00361,66244.0,22.7,-22.7,35.98,11.38,-4.06,572.0,25.29,23.02,-7.82,4607.4,1.0,q1_q17_dr25_tce,6357.0,157.0,-204.0,4.405,0.07,-0.21,1.072,0.339,-0.121,294.0647,42.112869,13.529000000000002
6077,6078,6707260,K05318.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,13.4256161,0.0003027,-0.0003027,144.7838,0.0157,-0.0157,0.5971,0.3472,-0.3701,11.781,0.823,-0.823,142.3,10.9,-10.9,1.66,0.73,-0.28,987.0,224.45,280.92,-89.51,12.5,1.0,q1_q16_tce,6686.0,141.0,-228.0,4.283,0.10099999999999999,-0.259,1.332,0.585,-0.225,295.89999,42.132999,13.05
6078,6079,6718474,K05319.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,590.44065,0.03236,-0.03236,199.918,0.0414,-0.0414,0.2858,0.1789,-0.2857,7.55,1.4,-1.4,125.7,27.1,-27.1,1.62,0.94,-0.3,291.0,1.7,2.97,-0.71,6.9,1.0,q1_q16_tce,6782.0,159.0,-236.0,4.243,0.11199999999999999,-0.32899999999999996,1.417,0.828,-0.256,298.34109,42.114891,12.773
6080,6081,2833632,K04954.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,241.647602,0.002188,-0.002188,325.21488,0.00713,-0.00713,0.0404,0.4347,-0.0404,1.742,0.303,-0.303,361.7,72.1,-72.1,1.88,0.74,-0.2,300.0,1.92,2.23,-0.55,5.6,1.0,q1_q16_tce,5962.0,154.0,-175.0,4.445,0.063,-0.276,0.989,0.391,-0.104,286.31915,38.086399,13.585999999999999
6084,6085,2861298,K04958.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,581.729006,0.009361,-0.009361,341.09187000000003,0.00935,-0.00935,0.2236,0.2434,-0.2235,6.647,0.41,-0.41,186.7,20.9,-20.9,2.74,1.38,-1.24,308.0,2.12,3.38,-1.56,8.6,1.0,q1_q16_tce,5765.0,202.0,-173.0,3.8369999999999997,0.45799999999999996,-0.264,2.005,1.008,-0.907,293.31863,38.005466,12.362
6085,6086,2987433,K04959.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,420.92920358,8.628e-05,-8.628e-05,196.685958,0.000164,-0.000164,1.033,0.053,-0.048,17.3985,0.0109,-0.0109,86013.0,57.1,-57.1,62.76,18.71,-10.07,293.0,1.74,1.51,-0.66,1740.2,1.0,q1_q17_dr25_tce,6461.0,162.0,-211.0,4.319,0.105,-0.195,1.197,0.357,-0.192,290.93896,38.119572,13.857999999999999
6086,6087,4732137,K05077.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,393.946106,0.005322,-0.005322,334.4022,0.013,-0.013,0.9691,0.0002,-0.6732,6.012,0.309,-0.309,747.5,67.3,-67.3,18.07,2.6,-1.87,440.0,8.83,3.82,-2.35,10.9,1.0,q1_q16_tce,4888.0,112.0,-109.0,3.18,0.03,-0.028999999999999998,4.622,0.666,-0.479,286.88327000000004,39.816689000000004,12.767999999999999
6087,6088,4736439,K05078.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,194.896925,0.003912,-0.003912,252.0208,0.0152,-0.0152,0.5298,0.0183,-0.4876,2.504,0.62,-0.62,557.4,99.7,-99.7,8.98,6.98,-1.91,575.0,25.77,62.87,-11.04,8.8,1.0,q1_q16_tce,5269.0,114.0,-105.0,3.193,0.21600000000000003,-0.39,3.706,2.879,-0.789,288.61954,39.85696,13.562000000000001
6088,6089,4737848,K05079.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,56.001782,0.0006042,-0.0006042,144.09684,0.00849,-0.00849,0.5045,0.0243,-0.4541,1.706,0.304,-0.304,125.2,21.3,-21.3,1.54,0.7,-0.36,584.0,27.51,37.53,-13.11,7.2,1.0,q1_q16_tce,6116.0,165.0,-177.0,4.178,0.22399999999999998,-0.23800000000000002,1.332,0.61,-0.31,289.09619,39.827278,13.228
6090,6091,4741777,K05081.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,101.928291,0.001673,-0.001673,182.2662,0.0112,-0.0112,0.1628,0.3364,-0.1627,2.171,0.436,-0.436,243.5,59.1,-59.1,1.7,0.59,-0.28,391.0,5.55,5.68,-2.04,6.3,1.0,q1_q16_tce,5489.0,157.0,-140.0,4.3389999999999995,0.138,-0.22699999999999998,1.11,0.382,-0.181,290.2706,39.851849,14.353
6091,6092,4750962,K05083.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,69.932459,0.001099,-0.001099,145.91179,0.00934,-0.00934,0.0356,0.4247,-0.0355,2.03,0.396,-0.396,264.4,45.6,-45.6,8.25,0.63,-1.95,812.0,102.62,32.94,-52.84,8.4,1.0,q1_q16_tce,5207.0,174.0,-233.0,3.298,0.032,-0.028999999999999998,5.183,0.395,-1.227,293.05536,39.840069,13.809000000000001
6092,6093,4760478,K05084.01,CONFIRMED,CANDIDATE,0.988,0,0,0,0,287.377314,0.002487,-0.002487,348.83317999999997,0.00729,-0.00729,0.015,0.264,-0.015,18.821,0.188,-0.188,4376.9,84.0,-84.0,11.67,1.71,-3.18,350.0,3.56,1.41,-1.77,60.4,1.0,q1_q17_dr25_tce,5548.0,83.0,-72.0,3.964,0.217,-0.09300000000000001,1.793,0.263,-0.488,295.42935,39.886539,15.755999999999998
6093,6094,5793275,K05202.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,535.93723,0.02765,-0.02765,135.5316,0.0322,-0.0322,0.5968,0.0024,-0.4999,11.85,1.3,-1.3,337.2,47.4,-47.4,1.83,0.78,-0.16,227.0,0.63,0.78,-0.17,8.8,1.0,q1_q17_dr24_tce,6014.0,157.0,-190.0,4.494,0.042,-0.301,0.958,0.406,-0.084,292.55951,41.090012,14.679
6094,6095,5794687,K05203.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,367.72767,0.006233,-0.006233,265.14033,0.00913,-0.00913,0.2729,0.2017,-0.2728,3.104,0.572,-0.572,926.0,182.0,-182.0,1.96,0.26,-0.15,184.0,0.27,0.12,-0.06,5.8,1.0,q1_q16_tce,4869.0,145.0,-134.0,4.648,0.033,-0.071,0.657,0.088,-0.049,293.00101,41.02478,15.171
6095,6096,5817712,K05204.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,4.20601251,9.936e-05,-9.936e-05,132.2794,0.0211,-0.0211,0.304,0.167,-0.304,6.82,0.404,-0.404,106.7,11.4,-11.4,0.82,0.15,-0.1,1004.0,239.82,151.13,-79.55,10.7,1.0,q1_q17_dr25_tce,5514.0,210.0,-191.0,4.518,0.095,-0.11599999999999999,0.79,0.146,-0.097,298.50342,41.080181,15.454
6096,6097,5857656,K05205.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,313.051405,0.002137,-0.002137,408.62595,0.00415,-0.00415,0.2093,0.2087,-0.2093,10.969,0.146,-0.146,594.9,17.0,-17.0,2.91,1.8,-0.41,310.0,2.2,4.13,-0.77,39.5,1.0,q1_q16_tce,6218.0,147.0,-187.0,4.322,0.107,-0.335,1.185,0.735,-0.167,284.66022000000004,41.108940000000004,12.842
6097,6098,5858519,K05206.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.18236124,1.979e-06,-1.979e-06,134.05328899999998,0.000588,-0.000588,0.809,0.012,-0.016,6.70175,0.00298,-0.00298,193980.0,87.0,-87.0,69.37,21.77,-11.72,1303.0,680.56,651.21,-279.32,2666.0,1.0,q1_q17_dr25_tce,6188.0,197.0,-240.0,4.314,0.132,-0.198,1.166,0.366,-0.197,285.10342,41.112469,14.74
6098,6099,5859725,K05207.01,CANDIDATE,CANDIDATE,0.973,0,0,0,0,18.9828305,0.0003926,-0.0003926,139.257,0.0155,-0.0155,0.021,0.436,-0.021,6.303,0.432,-0.432,49.1,6.1,-6.1,0.72,0.11,-0.05,707.0,59.15,24.08,-10.29,9.6,1.0,q1_q17_dr25_tce,5962.0,71.0,-88.0,4.4430000000000005,0.04,-0.12,1.035,0.164,-0.066,285.68912,41.189609999999995,13.048
6099,6100,5905728,K05209.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,7.87173698,8.992e-05,-8.992e-05,132.35405,0.00908,-0.00908,0.001,0.453,-0.001,2.619,0.334,-0.334,34.7,3.6,-3.6,0.54,0.12,-0.08,862.0,130.96,85.27,-48.71,10.8,1.0,q1_q17_dr25_tce,5428.0,147.0,-147.0,4.404,0.145,-0.145,0.94,0.205,-0.153,299.14111,41.185001,11.237
6100,6101,6719052,K05320.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,357.437578,0.009596,-0.009596,195.2194,0.0201,-0.0201,0.1427,0.3394,-0.1426,15.903,0.575,-0.575,272.3,21.2,-21.2,3.13,2.09,-0.4,422.0,7.53,16.02,-2.69,13.6,1.0,q1_q16_tce,7610.0,231.0,-303.0,4.127,0.079,-0.382,1.862,1.24,-0.243,298.45322000000004,42.1101,13.722999999999999
6101,6102,6721603,K05321.01,CANDIDATE,CANDIDATE,0.633,0,0,0,0,215.634356,0.009791,-0.009791,230.7211,0.0404,-0.0404,0.002,0.456,-0.002,15.097,0.922,-0.922,148.0,13.9,-13.9,1.92,0.47,-0.71,404.0,6.28,4.95,-4.13,12.3,1.0,q1_q17_dr25_tce,6163.0,219.0,-219.0,4.06,0.35,-0.15,1.568,0.388,-0.582,298.95654,42.156315,13.793
6102,6103,6756369,K05322.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,30.928898,0.0003253,-0.0003253,153.90646999999998,0.00782,-0.00782,0.7846,0.1712,-0.5434,3.436,0.289,-0.289,203.3,26.1,-26.1,8.1,0.74,-1.71,1051.0,288.95,82.49,-129.97,8.5,1.0,q1_q16_tce,5029.0,97.0,-151.0,3.237,0.03,-0.03,5.127,0.468,-1.085,283.97292999999996,42.276588000000004,13.907
6103,6104,6765563,K05324.01,CANDIDATE,CANDIDATE,0.408,0,0,0,0,293.392635,0.004655,-0.004655,341.2263,0.0129,-0.0129,0.1322,0.3397,-0.1322,3.661,0.264,-0.264,518.8,55.7,-55.7,6.84,3.92,-1.49,428.0,7.93,13.47,-3.57,9.9,1.0,q1_q16_tce,5203.0,116.0,-133.0,3.489,0.182,-0.337,3.055,1.748,-0.668,287.90686,42.208721000000004,13.705
6104,6105,6766583,K05325.01,FALSE POSITIVE,FALSE POSITIVE,0.408,1,0,0,0,63.024229,0.002915,-0.002915,188.2057,0.0424,-0.0424,0.0223,0.4663,-0.0223,5.77,1.0,-1.0,294.6,60.0,-60.0,1.5,0.65,-0.1,424.0,7.66,9.89,-1.78,6.1,1.0,q1_q16_tce,5691.0,168.0,-167.0,4.544,0.024,-0.308,0.887,0.38,-0.062,288.30215,42.237282,15.705
6105,6106,6767337,K05326.01,FALSE POSITIVE,FALSE POSITIVE,0.408,0,0,0,0,506.771836,0.009906,-0.009906,158.7498,0.0138,-0.0138,0.1643,0.2896,-0.1642,10.535,0.552,-0.552,195.2,17.4,-17.4,1.8,0.64,-0.43,275.0,1.35,1.41,-0.65,15.0,1.0,q1_q16_tce,6035.0,157.0,-161.0,4.177,0.242,-0.215,1.283,0.459,-0.309,288.57757999999995,42.296021,12.588
6106,6107,6776555,K05327.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.43361347,6.392e-05,-6.392e-05,136.711,0.0151,-0.0151,0.234,0.224,-0.234,1.0338,0.0801,-0.0801,1421.0,101.0,-101.0,2.09,0.12,-0.28,548.0,21.27,5.72,-7.72,17.9,1.0,q1_q17_dr25_tce,3694.0,117.0,-147.0,4.686,0.075,-0.02,0.566,0.033,-0.076,291.55667,42.214169,15.808
