,rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
2469,2470,10275766,K02810.02,FALSE POSITIVE,FALSE POSITIVE,0.408,0,0,0,0,354.95118,0.02817,-0.02817,156.9947,0.0748,-0.0748,0.0405,0.4143,-0.0404,13.02,2.2,-2.2,421.9,80.1,-80.1,2.53,1.49,-0.36,303.0,1.99,3.51,-0.76,7.0,,,6392.0,157.0,-276.0,4.3660000000000005,0.071,-0.331,1.23,0.72,-0.175,292.5448,47.37191,15.395999999999999
2470,2471,6370120,K02811.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.35477049,5.925e-06,-5.925e-06,131.64321,0.00346,-0.00346,0.24,0.235,-0.24,1.618,0.141,-0.141,145.3,12.6,-12.6,0.8,0.04,-0.06,1102.0,348.9,83.34,-85.51,14.8,1.0,q1_q17_dr25_tce,4414.0,132.0,-145.0,4.621,0.03,-0.03,0.689,0.034,-0.049,293.72893999999997,41.701209999999996,15.169
2471,2472,5642620,K02882.02,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.493393859,1.2930000000000002e-06,-1.2930000000000002e-06,131.57378,0.00227,-0.00227,0.961,0.03,-0.692,1.1319,0.0515,-0.0515,264.7,16.7,-16.7,1.4,0.14,-0.12,1505.0,1203.14,469.54,-334.5,20.3,1.0,q1_q17_dr25_tce,4474.0,156.0,-171.0,4.67,0.032,-0.044000000000000004,0.614,0.062,-0.05,297.59085,40.81496,15.398
2472,2473,5209845,K02883.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.95401876,7.573e-05,-7.573e-05,140.26226,0.00586,-0.00586,0.744,0.209,-0.496,2.656,0.116,-0.116,855.9,51.0,-51.0,2.1,0.13,-0.2,525.0,17.92,5.04,-5.4,19.3,1.0,q1_q17_dr25_tce,4359.0,138.0,-172.0,4.611000000000001,0.055999999999999994,-0.02,0.659,0.042,-0.062,297.37332000000004,40.366402,15.911
2473,2474,9652649,K02884.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.48883033,2.603e-05,-2.603e-05,132.11766,0.0098,-0.0098,0.696,0.264,-0.477,4.268,0.305,-0.305,51.4,4.0,-4.0,0.64,0.14,-0.07,1230.0,540.34,364.72,-152.03,15.1,1.0,q1_q17_dr25_tce,5615.0,152.0,-152.0,4.513999999999999,0.077,-0.154,0.833,0.189,-0.087,293.25812,46.305729,14.103
2474,2475,11100670,K02885.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,20.2340219,0.0002006,-0.0002006,141.38622,0.00792,-0.00792,0.249,0.21,-0.249,3.674,0.274,-0.274,193.6,20.0,-20.0,0.99,0.19,-0.08,562.0,23.53,15.35,-6.34,11.5,1.0,q1_q17_dr25_tce,5528.0,210.0,-191.0,4.627,0.038,-0.12,0.71,0.137,-0.059,298.76403999999997,48.64492,13.776
2475,2476,6129524,K02886.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.88184263,3.0210000000000004e-06,-3.0210000000000004e-06,131.68868999999998,0.00314,-0.00314,0.454,0.495,-0.251,1.3117,0.0714,-0.0714,249.9,14.2,-14.2,1.24,0.21,-0.1,1564.0,1419.46,805.15,-388.71,21.2,1.0,q1_q17_dr25_tce,5268.0,184.0,-184.0,4.593999999999999,0.035,-0.105,0.776,0.131,-0.066,293.67047,41.410252,15.919
2476,2477,5794570,K02675.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.448321077999999,7.617e-06,-7.617e-06,132.49088,0.00113,-0.00113,0.614,0.3,-0.408,2.2213,0.0405,-0.0405,529.4,10.5,-10.5,2.17,0.31,-0.11,978.0,215.95,85.64,-37.56,55.1,1.0,q1_q17_dr25_tce,5721.0,103.0,-126.0,4.5169999999999995,0.027999999999999997,-0.11199999999999999,0.905,0.127,-0.045,292.97125,41.03577,12.43
2477,2478,5794570,K02675.02,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.116127169,3.261e-06,-3.261e-06,131.84982,0.00237,-0.00237,0.648,0.299,-0.448,1.3235,0.0727,-0.0727,109.2,6.7,-6.7,1.0,0.14,-0.05,1659.0,1797.63,712.87,-312.68,19.2,2.0,q1_q17_dr25_tce,5721.0,103.0,-126.0,4.5169999999999995,0.027999999999999997,-0.11199999999999999,0.905,0.127,-0.045,292.97125,41.03577,12.43
2478,2479,5649325,K02676.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,195.613824,0.001222,-0.001222,167.73973999999998,0.00588,-0.00588,0.891,0.009,-0.013,23.777,0.353,-0.353,1651.9,18.4,-18.4,10.65,2.32,-5.4,467.0,11.24,7.79,-8.86,102.7,1.0,q1_q17_dr25_tce,5970.0,201.0,-201.0,3.835,0.512,-0.128,2.229,0.485,-1.131,298.98037999999997,40.872040000000005,13.56
2479,2480,9958387,K02677.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,237.787237,0.0008527,-0.0008527,196.97103,0.00253,-0.00253,0.947,0.005,-0.004,10.509,0.166,-0.166,1627.7,30.2,-30.2,9.91,1.84,-4.28,354.0,3.73,1.9,-2.59,92.3,1.0,q1_q17_dr25_tce,5185.0,93.0,-70.0,3.9360000000000004,0.41600000000000004,-0.10400000000000001,1.853,0.343,-0.801,294.75768999999997,46.83112,13.46
2480,2481,6779260,K02678.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.8330876430000003,5.4889999999999995e-06,-5.4889999999999995e-06,131.63482,0.00116,-0.00116,0.932,0.01,-0.649,1.51,0.0366,-0.0366,461.4,13.4,-13.4,2.25,0.23,-0.12,1012.0,247.8,77.17,-43.17,40.2,1.0,q1_q17_dr25_tce,5397.0,107.0,-107.0,4.543,0.033,-0.083,0.831,0.084,-0.045,292.38855,42.233261,11.799000000000001
2481,2482,11807274,K00262.02,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.37663713,3.192e-05,-3.192e-05,136.95318999999998,0.00285,-0.00285,0.828,0.005,-0.577,2.1033,0.0777,-0.0777,118.4,6.2,-6.2,1.89,0.1,-0.1,1125.0,379.3,59.44,-51.98,21.0,1.0,q1_q17_dr25_tce,6237.0,62.0,-74.0,4.136,0.033,-0.03,1.543,0.084,-0.075,288.10086,50.033718,10.421
2482,2483,5953297,K02733.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.62006198,2.995e-05,-2.995e-05,132.95381,0.00453,-0.00453,0.969,0.005,-0.751,2.751,0.12,-0.12,190.1,13.0,-13.0,1.45,0.08,-0.06,772.0,84.01,16.64,-11.46,17.4,1.0,q1_q17_dr25_tce,4868.0,78.0,-78.0,4.6,0.013999999999999999,-0.049,0.746,0.045,-0.03,289.55301000000003,41.297852,14.009
2483,2484,7659389,K02734.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.8259005,1.323e-05,-1.323e-05,132.20163,0.00325,-0.00325,0.951,0.029,-0.713,1.8057,0.0748,-0.0748,857.2,50.8,-50.8,3.45,0.58,-0.31,1005.0,241.25,135.25,-67.75,20.3,1.0,q1_q17_dr25_tce,5223.0,183.0,-183.0,4.505,0.054000000000000006,-0.11699999999999999,0.885,0.147,-0.079,281.04916000000003,43.322601,15.767999999999999
2484,2485,9472074,K02735.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.558841234,7.909999999999999e-07,-7.909999999999999e-07,131.57991,0.00119,-0.00119,0.307,0.146,-0.307,0.7918,0.0534,-0.0534,280.9,15.6,-15.6,1.33,0.18,-0.09,1787.0,2412.15,1076.7,-528.21,26.3,1.0,q1_q17_dr25_tce,5151.0,154.0,-138.0,4.592,0.024,-0.102,0.792,0.106,-0.053,294.59656,46.048302,15.6
2485,2486,10842192,K02736.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.33648141,3.477e-05,-3.477e-05,140.67893,0.00319,-0.00319,0.901,0.028,-0.622,2.5449,0.0862,-0.0862,885.4,44.7,-44.7,2.39,0.17,-0.23,577.0,26.22,7.62,-7.4,23.1,1.0,q1_q17_dr25_tce,4442.0,133.0,-146.0,4.619,0.053,-0.025,0.648,0.046,-0.061,281.64774,48.271049,15.911
2486,2487,2442448,K02812.01,CONFIRMED,CANDIDATE,0.997,0,0,0,0,76.6139446,0.0006187,-0.0006187,153.79301,0.00798,-0.00798,0.851,0.027,-0.586,10.22,0.207,-0.207,498.7,20.1,-20.1,2.61,0.79,-0.34,466.0,11.12,9.91,-3.77,28.6,1.0,q1_q17_dr25_tce,6173.0,169.0,-206.0,4.408,0.087,-0.203,1.03,0.312,-0.134,291.24518,37.75906,14.357000000000001
2487,2488,11197853,K02813.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.6984613040000001,1.761e-06,-1.761e-06,131.85138,0.00211,-0.00211,0.459,0.497,-0.259,0.7887,0.0944,-0.0944,134.4,11.8,-11.8,14.81,2.71,-3.3,5173.0,168689.02,83756.77,-77417.14,16.1,1.0,q1_q17_dr25_tce,4676.0,80.0,-126.0,2.577,0.03,-0.027000000000000003,12.558,2.292,-2.802,295.34222,48.856152,13.585999999999999
2488,2489,9665922,K02815.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.545388842,8.406e-06,-8.406e-06,132.63058999999998,0.00503,-0.00503,0.341,0.136,-0.341,3.037,0.161,-0.161,52.8,3.1,-3.1,0.56,0.13,-0.04,1421.0,964.53,610.63,-221.06,20.6,1.0,q1_q17_dr25_tce,5782.0,138.0,-155.0,4.593999999999999,0.036000000000000004,-0.14400000000000002,0.767,0.168,-0.056,297.86011,46.386261,13.529000000000002
2489,2490,11283615,K02816.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.2895901790000002,3.841e-06,-3.841e-06,131.89057,0.00254,-0.00254,0.401,0.059,-0.401,1.3541,0.0848,-0.0848,286.0,18.4,-18.4,1.38,0.28,-0.12,1448.0,1040.23,650.57,-271.97,18.9,1.0,q1_q17_dr25_tce,5467.0,164.0,-164.0,4.578,0.034,-0.136,0.808,0.163,-0.07,283.74142,49.067982,15.470999999999998
2490,2491,7605093,K02817.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.634003002,1.22e-06,-1.22e-06,131.89476000000002,0.00159,-0.00159,0.367,0.098,-0.367,0.9207,0.06,-0.06,316.9,19.8,-19.8,1.35,0.2,-0.11,1714.0,2030.16,1063.4,-548.42,21.0,1.0,q1_q17_dr25_tce,5226.0,190.0,-190.0,4.606,0.036000000000000004,-0.09,0.75,0.112,-0.06,290.99536,43.243938,15.76
2491,2492,8077137,K00274.02,CONFIRMED,CANDIDATE,1.0,0,0,0,0,22.8030252,0.0001122,-0.0001122,153.37541000000002,0.00414,-0.00414,0.291,0.169,-0.291,4.768,0.104,-0.104,62.9,3.3,-3.3,1.29,0.08,-0.06,843.0,119.6,22.68,-15.87,20.4,2.0,q1_q17_dr25_tce,6063.0,85.0,-73.0,4.061,0.03,-0.03,1.613,0.098,-0.074,282.49222000000003,43.980209,11.39
2492,2493,12023078,K02888.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.623441939,6.979999999999999e-07,-6.979999999999999e-07,131.990423,0.000896,-0.000896,1.027,0.428,-0.045,1.4053,0.0579,-0.0579,128.1,3.9,-3.9,13.89,4.25,-9.22,3219.0,25489.88,24029.67,-22939.38,40.6,1.0,q1_q17_dr25_tce,5385.0,177.0,-161.0,3.639,0.8640000000000001,-0.21600000000000003,2.871,0.88,-1.906,296.58734,50.490761,12.65
2493,2494,6364162,K02889.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,5.24364571,6.172e-05,-6.172e-05,132.7242,0.0113,-0.0113,1.201,0.96,-0.001,16.984,0.418,-0.418,270.4,6.9,-6.9,25.01,8.05,-3.46,1149.0,411.58,403.62,-150.61,45.6,1.0,q1_q17_dr25_tce,6197.0,197.0,-240.0,4.406000000000001,0.087,-0.203,1.056,0.34,-0.146,291.85898,41.728489,15.163
2494,2495,6716021,K02679.01,CANDIDATE,CANDIDATE,0.984,0,0,0,0,110.7556272,0.0005155,-0.0005155,144.80528,0.00372,-0.00372,0.917,65.42,-0.048,6.819,0.171,-0.171,8067.0,204.0,-204.0,29.64,4.83,-10.44,651.0,42.53,21.42,-26.73,48.5,1.0,q1_q17_dr25_tce,6525.0,176.0,-195.0,3.772,0.32,-0.08,2.668,0.434,-0.94,297.84125,42.118252000000005,13.455
2495,2496,11231334,K00258.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.15743922,2.576e-05,-2.576e-05,172.50464,0.00482,-0.00482,1.242,2.979,-0.143,9.572,0.364,-0.364,1472.0,37.3,-37.3,96.99,14.5,-36.27,2089.0,4503.26,2036.22,-2921.28,52.5,1.0,q1_q17_dr25_tce,6529.0,156.0,-176.0,3.657,0.312,-0.078,3.131,0.468,-1.171,284.54184,48.961281,9.887
2496,2497,8326342,K02680.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.4079035,0.0001561,-0.0001561,142.02803,0.00858,-0.00858,1.226,70.75,-1.742,2.524,0.454,-0.454,3058.0,506.0,-506.0,23.4,4.24,-1.84,624.0,35.81,20.31,-8.81,7.7,1.0,q1_q17_dr25_tce,5440.0,160.0,-160.0,4.617,0.035,-0.11199999999999999,0.728,0.132,-0.057,299.7915,44.281231,14.599
2497,2498,6878240,K02681.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,135.4978256,0.0003364,-0.0003364,233.6923,0.00209,-0.00209,0.804,0.012,-0.095,6.769,0.181,-0.181,5038.1,77.2,-77.2,6.01,0.41,-0.34,295.0,1.8,0.42,-0.32,73.2,1.0,q1_q17_dr25_tce,5307.0,105.0,-105.0,4.572,0.040999999999999995,-0.054000000000000006,0.757,0.052,-0.042,295.8941,42.380451,15.995999999999999
2498,2499,6878240,K02681.02,CONFIRMED,CANDIDATE,0.96,0,0,0,0,22.2508509,0.000137,-0.000137,149.43326000000002,0.00506,-0.00506,0.771,0.18,-0.545,1.745,0.166,-0.166,618.7,64.0,-64.0,2.07,0.15,-0.11,539.0,20.01,4.7,-3.53,11.4,2.0,q1_q17_dr25_tce,5307.0,105.0,-105.0,4.572,0.040999999999999995,-0.054000000000000006,0.757,0.052,-0.042,295.8941,42.380451,15.995999999999999
2499,2500,2436378,K02682.01,FALSE POSITIVE,FALSE POSITIVE,0.006,0,1,0,0,8.53161917,1.099e-05,-1.099e-05,136.27763000000002,0.00127,-0.00127,1.118,46.85,-0.378,2.9596,0.0432,-0.0432,65744.0,867.0,-867.0,54.6,0.0,0.0,891.0,148.92,0.0,0.0,86.1,1.0,q1_q17_dr25_tce,5780.0,157.0,-160.0,4.438,0.07,-0.128,1.0,0.25,-0.111,290.14175,37.741367,18.498
2500,2501,6614629,K02737.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.526615152,6.29e-07,-6.29e-07,131.49908,0.00105,-0.00105,0.028,0.446,-0.028,1.0582,0.0373,-0.0373,64.0,2.0,-2.0,1.46,0.25,-0.46,2959.0,18152.32,9561.41,-10497.94,40.9,1.0,q1_q17_dr25_tce,5718.0,156.0,-142.0,3.966,0.292,-0.09699999999999999,1.832,0.313,-0.581,294.25338999999997,42.062382,12.427999999999999
2501,2502,6630943,K02738.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.690405794,1.223e-06,-1.223e-06,131.7301,0.0015,-0.0015,0.281,0.198,-0.281,1.7407,0.0536,-0.0536,178.4,5.2,-5.2,1.04,0.13,-0.13,1731.0,2129.33,924.45,-659.9,43.0,1.0,q1_q17_dr25_tce,5204.0,169.0,-138.0,4.515,0.099,-0.09,0.786,0.097,-0.097,298.03104,42.052479,14.606
2502,2503,4831728,K02739.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.10773789,4.792e-05,-4.792e-05,135.1032,0.00406,-0.00406,0.151,0.299,-0.151,3.828,0.109,-0.109,294.9,12.8,-12.8,1.98,0.33,-0.39,879.0,140.75,61.18,-55.29,25.3,1.0,q1_q17_dr25_tce,5480.0,82.0,-74.0,4.26,0.18,-0.12,1.174,0.191,-0.234,290.57672,39.95689,15.017000000000001
2503,2504,3336765,K02740.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.8448570569999998,6.609e-06,-6.609e-06,132.16167,0.0027,-0.0027,0.594,0.028,-0.479,1.6557,0.0991,-0.0991,85.6,4.9,-4.9,0.97,0.27,-0.15,1601.0,1548.86,1269.49,-558.91,21.5,1.0,q1_q17_dr25_tce,6143.0,166.0,-184.0,4.4030000000000005,0.105,-0.195,1.004,0.28,-0.151,289.95581,38.463631,13.617
2504,2505,4270565,K02819.01,FALSE POSITIVE,FALSE POSITIVE,0.003,0,0,1,0,18.0116764,0.0001186,-0.0001186,139.19458999999998,0.00542,-0.00542,0.683,0.27,-0.451,6.006,0.181,-0.181,417.2,20.4,-20.4,2.02,0.61,-0.2,695.0,55.07,49.49,-16.02,23.3,1.0,q1_q17_dr25_tce,6003.0,179.0,-197.0,4.507,0.05,-0.2,0.932,0.279,-0.093,293.60393999999997,39.388599,15.154000000000002
2505,2506,6528464,K00270.02,CONFIRMED,CANDIDATE,0.797,0,0,0,0,33.67280658,9.037e-05,-9.037e-05,162.03676000000002,0.00216,-0.00216,0.309,0.126,-0.309,8.2267,0.0666,-0.0666,170.9,2.9,-2.9,1.86,0.06,-0.04,661.0,45.09,6.56,-3.41,61.2,2.0,q1_q17_dr25_tce,5587.0,100.0,-58.0,4.091,0.011000000000000001,-0.011000000000000001,1.423,0.047,-0.026,293.73282,41.900828999999995,11.411
2506,2507,11963206,K02820.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.00912491,1.464e-05,-1.464e-05,131.62696,0.00448,-0.00448,0.009,0.451,-0.009,2.228,0.126,-0.126,191.4,13.2,-13.2,1.22,0.16,-0.04,1177.0,452.27,150.72,-57.0,16.5,1.0,q1_q17_dr25_tce,5713.0,68.0,-94.0,4.541,0.016,-0.099,0.893,0.114,-0.03,291.5481,50.35331,15.273
2507,2508,4249611,K02821.01,CANDIDATE,CANDIDATE,0.983,0,0,0,0,79.2450351,0.0009309,-0.0009309,161.5717,0.011,-0.011,0.001,0.459,-0.001,5.382,0.233,-0.233,1347.3,99.9,-99.9,3.33,0.92,-0.46,404.0,6.33,5.28,-2.22,14.4,1.0,q1_q17_dr25_tce,5648.0,169.0,-186.0,4.4639999999999995,0.094,-0.175,0.917,0.254,-0.127,287.84833,39.358429,15.302
2508,2509,8263545,K02822.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,4.44589508,1.75e-05,-1.75e-05,131.74309,0.00375,-0.00375,0.704,0.204,-0.474,2.3816,0.092,-0.092,441.4,24.3,-24.3,1.94,0.58,-0.19,1063.0,302.6,275.01,-89.91,20.9,1.0,q1_q17_dr25_tce,5918.0,187.0,-208.0,4.544,0.036000000000000004,-0.204,0.865,0.258,-0.086,300.73239,44.107059,15.390999999999998
2509,2510,10068024,K02891.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.023126394,5.949e-06,-5.949e-06,132.07328,0.00256,-0.00256,0.391,0.059,-0.389,1.2771,0.0816,-0.0816,72.2,4.6,-4.6,0.92,0.32,-0.1,1607.0,1582.75,1600.85,-519.79,19.2,1.0,q1_q17_dr25_tce,6349.0,176.0,-242.0,4.422,0.07,-0.22399999999999998,1.059,0.363,-0.121,288.84711,47.022911,13.126
2510,2511,9636563,K02892.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,10.63609504,6.914e-05,-6.914e-05,139.7996,0.00601,-0.00601,0.029,0.431,-0.029,3.48,0.155,-0.155,290.6,16.4,-16.4,1.36,0.28,-0.11,728.0,66.5,40.41,-16.73,20.9,1.0,q1_q17_dr25_tce,5546.0,149.0,-149.0,4.575,0.034,-0.136,0.81,0.164,-0.07,285.33636,46.31237,15.091
2511,2512,6937402,K02894.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.3108232,0.0001066,-0.0001066,141.5114,0.00748,-0.00748,0.129,0.321,-0.129,5.617,0.222,-0.222,204.0,17.1,-17.1,1.27,0.36,-0.13,786.0,90.1,76.46,-24.86,14.0,1.0,q1_q17_dr25_tce,5708.0,152.0,-169.0,4.521,0.05,-0.2,0.893,0.259,-0.086,288.11606,42.440418,15.619000000000002
2512,2513,5475641,K02895.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.069842837,3.324e-06,-3.324e-06,132.4449,0.00267,-0.00267,0.001,0.387,-0.001,5.275,0.101,-0.101,540.3,10.6,-10.6,1.77,0.14,-0.18,1433.0,998.07,313.61,-274.9,65.2,1.0,q1_q17_dr25_tce,4999.0,151.0,-136.0,4.523,0.078,-0.052000000000000005,0.786,0.063,-0.079,298.55927,40.604858,14.298
2513,2514,2853828,K02896.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.077467951,1.4469999999999999e-06,-1.4469999999999999e-06,131.58234,0.0011,-0.0011,1.181,0.611,-0.144,2.1125,0.0621,-0.0621,75.7,1.9,-1.9,31.06,6.71,-6.72,2339.0,7064.38,4553.2,-3219.88,47.4,1.0,q1_q17_dr25_tce,6329.0,170.0,-189.0,4.137,0.192,-0.128,1.508,0.326,-0.326,291.74017000000003,38.014912,11.899000000000001
2514,2515,7899070,K02683.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,126.4451275,0.0004318,-0.0004318,166.49998,0.00283,-0.00283,0.046,0.22,-0.046,16.7151,0.0921,-0.0921,3252.5,33.4,-33.4,4.49,0.89,-0.38,321.0,2.51,1.51,-0.63,110.9,1.0,q1_q17_dr25_tce,5613.0,152.0,-152.0,4.581,0.034,-0.136,0.795,0.158,-0.068,294.53934,43.60778,15.5
2515,2516,4035667,K02684.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,2.8736467,6.495e-06,-6.495e-06,132.58652,0.00216,-0.00216,0.985,0.036,-0.784,1.682,0.109,-0.109,215.7,11.6,-11.6,6.47,1.33,-3.12,2866.0,15977.28,9955.63,-12353.85,21.2,1.0,q1_q17_dr25_tce,8173.0,226.0,-340.0,3.7439999999999998,0.41600000000000004,-0.10400000000000001,3.169,0.654,-1.526,284.6232,39.182411,10.035
2516,2517,9612825,K02685.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.8465176139999997,7.596000000000001e-06,-7.596000000000001e-06,133.24348,0.00252,-0.00252,0.931,0.008,-0.012,4.228,0.122,-0.122,2154.4,50.7,-50.7,1.88,0.45,-0.56,528.0,18.32,13.34,-10.38,58.0,1.0,q1_q17_dr25_tce,3468.0,102.0,-112.0,4.931,0.12,-0.08,0.32,0.077,-0.095,300.08737,46.200695,16.3
2517,2518,7826659,K02686.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,211.032819,0.0006321,-0.0006321,279.12891,0.0021,-0.0021,0.808,0.044,-0.565,7.119,0.14,-0.14,1953.4,31.5,-31.5,3.43,0.21,-0.13,215.0,0.5,0.12,-0.07,69.3,1.0,q1_q17_dr25_tce,4658.0,93.0,-93.0,4.632,0.015,-0.042,0.686,0.042,-0.025,293.29837000000003,43.55587,13.855
2518,2519,7202957,K02687.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.716828304,9.408e-06,-9.408e-06,132.03204,0.00439,-0.00439,0.7,0.276,-0.475,2.068,0.132,-0.132,59.5,5.0,-5.0,0.74,0.12,-0.03,1455.0,1056.84,452.51,-186.21,14.2,1.0,q1_q17_dr25_tce,5808.0,105.0,-128.0,4.522,0.03,-0.12,0.902,0.138,-0.046,292.61511,42.764252,10.158
2519,2520,5513893,K02741.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,0.7551031429999999,3.351e-06,-3.351e-06,131.81388,0.00347,-0.00347,0.662,0.28,-0.429,2.885,0.109,-0.109,43.8,2.0,-2.0,1.49,0.27,-0.54,2927.0,17302.11,9534.37,-10958.54,27.3,1.0,q1_q17_dr25_tce,5996.0,164.0,-164.0,3.87,0.292,-0.09699999999999999,2.128,0.383,-0.766,284.36902000000003,40.718491,13.009
2520,2521,10514430,K00263.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,20.71927223,6.4e-05,-6.4e-05,184.73851000000002,0.00251,-0.00251,0.744,0.187,-0.515,4.0388,0.0809,-0.0809,224.6,6.9,-6.9,2.51,0.13,-0.14,818.0,105.78,19.19,-15.73,36.0,2.0,q1_q17_dr25_tce,5729.0,86.0,-68.0,4.058,0.033,-0.027000000000000003,1.545,0.085,-0.085,281.2738,47.774399,10.821
2521,2522,8095441,K02743.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.87457664,3.944e-05,-3.944e-05,140.21258999999998,0.00269,-0.00269,0.432,0.018,-0.432,1.9797,0.0763,-0.0763,220.7,12.1,-12.1,1.32,0.16,-0.09,728.0,66.33,24.33,-12.62,21.4,1.0,q1_q17_dr25_tce,5523.0,110.0,-160.0,4.506,0.049,-0.098,0.88,0.109,-0.059,291.02859,43.91367,13.755999999999998
2522,2523,5881813,K02744.01,CONFIRMED,CANDIDATE,0.987,0,0,0,0,109.6469948,0.0007071,-0.0007071,190.67271000000002,0.00542,-0.00542,0.797,0.137,-0.556,6.568,0.175,-0.175,899.7,34.5,-34.5,4.85,0.73,-1.7,428.0,7.95,3.28,-4.78,26.7,1.0,q1_q17_dr25_tce,5332.0,88.0,-72.0,4.083,0.368,-0.092,1.453,0.218,-0.51,293.52756,41.111439000000004,15.162
2523,2524,12456601,K02745.01,CONFIRMED,CANDIDATE,0.995,0,0,0,0,15.64588656,7.416e-05,-7.416e-05,146.04926,0.00348,-0.00348,0.033,0.425,-0.033,3.959,0.115,-0.115,572.1,23.9,-23.9,2.18,0.67,-0.22,710.0,60.08,54.61,-17.46,26.9,1.0,q1_q17_dr25_tce,5896.0,164.0,-184.0,4.518,0.05,-0.213,0.916,0.282,-0.094,289.31149,51.320862,15.241
2524,2525,10341917,K02823.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,0.93375241,3.621e-06,-3.621e-06,131.5113,0.00395,-0.00395,0.989,0.153,-0.018,6.352,0.22,-0.22,518.0,12.0,-12.0,3.18,0.68,-0.22,1594.0,1528.26,1036.31,-378.29,55.5,1.0,q1_q17_dr25_tce,5402.0,185.0,-185.0,4.581,0.026000000000000002,-0.145,0.815,0.172,-0.057,292.77954,47.452099,15.807
2525,2526,3241604,K02824.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.70336496,7.03e-06,-7.03e-06,132.45889,0.00384,-0.00384,0.508,0.003,-0.47,1.7045,0.091,-0.091,316.7,17.8,-17.8,1.67,0.53,-0.17,1484.0,1151.45,1103.7,-350.43,19.8,2.0,q1_q17_dr25_tce,5881.0,184.0,-204.0,4.516,0.052000000000000005,-0.20800000000000002,0.915,0.289,-0.096,293.09112999999996,38.3521,15.274000000000001
